MES,sexo,Edad,Ciudad de residencia,Departamento,Programa de Gobierno,Proceso,Tipo de Colocado,pertenece_hidrocarburos,tipo_de_proyecto_hidrocarburos,Tipo Contrato,Sector,Departamente sede,Municipio sede
ABRIL,F,36,BUCARAMANGA,SANTANDER,NA,CUIDADOR DOMICILIARIO - PRESTACIÓN DE SERVICIOS,Indirecto por Direccionamiento,false,n/a,Prest. de Servicios,Actividades de atención residencial medicalizada,SANTANDER,BUCARAMANGA
ABRIL,F,22,GIRÓN,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),ASISTENTE DE TIENDA - NIVEL SANTANDER,Indirecto por Direccionamiento,false,n/a,Término Indefinido,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",SANTANDER,FLORIDABLANCA
ABRIL,M,29,BUCARAMANGA,SANTANDER,NA,PROFESIONAL EN ENTRENAMIENTO,Indirecto por Direccionamiento,false,n/a,Obra,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,SANTANDER,BUCARAMANGA
ABRIL,F,43,BUCARAMANGA,SANTANDER,NA,AUXILIAR DE COCINA,Indirecto por Direccionamiento,false,n/a,Término Fijo,Actividades de servicios de comidas y bebidas,SANTANDER,BUCARAMANGA
ABRIL,F,19,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),ASESORES CALL CENTER CARTERA - SIN EXPERIENCIA,Indirecto por Direccionamiento,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
ABRIL,M,29,BUCARAMANGA,SANTANDER,NA,Auxiliar de cocina,Indirecto por Direccionamiento,false,n/a,Obra,Actividades de servicios de comidas y bebidas,SANTANDER,BUCARAMANGA
ABRIL,M,24,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),AUXILIAR  TÉCNICO ADMINISTRATIVO/A,Indirecto por Direccionamiento,false,n/a,Término Fijo,Actividades de servicios de apoyo para la explotación de minas,SANTANDER,BUCARAMANGA
ABRIL,M,35,GIRÓN,SANTANDER,NA,GUARDA DE SEGURIDAD,Directo por Remisión,false,n/a,Término Fijo,Actividades de seguridad e investigación privada,SANTANDER,BUCARAMANGA
ABRIL,F,36,BUCARAMANGA,SANTANDER,NA,AUXILIAR DE ENFERMERÍA (laboratorio),Directo por Remisión,false,n/a,Término Fijo,Actividades de atención de la salud humana,SANTANDER,BUCARAMANGA
ABRIL,F,23,GIRÓN,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),Operadores de call center.,Indirecto por Direccionamiento,false,n/a,Término Fijo,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",SANTANDER,GIRÓN
ABRIL,M,28,BUCARAMANGA,SANTANDER,Víctimas del conflicto armado,AUXILIAR CONTABLE,Directo por Remisión,false,n/a,Término Fijo,Actividades auxiliares de las actividades de servicios financieros,SANTANDER,BUCARAMANGA
ABRIL,F,23,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),ASISTENTE CONTABLE Y ADMNISTRATIVO/A,Indirecto por Direccionamiento,false,n/a,Término Indefinido,Actividades de arquitectura e ingeniería; ensayos y análisis técnicos,SANTANDER,BUCARAMANGA
ABRIL,F,42,FLORIDABLANCA,SANTANDER,NA,AUXILIAR CALL CENTER,Directo Autopostulado,false,n/a,Término Indefinido,Construcción,SANTANDER,BUCARAMANGA
ABRIL,M,25,PIEDECUESTA,SANTANDER,"40 Mil Primeros Empleos, Generación empleo jóvenes (Estrategia Sacúdete)",ASESOR COMERCIAL.,Indirecto por Direccionamiento,false,n/a,Término Fijo,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",SANTANDER,GIRÓN
ABRIL,F,30,FLORIDABLANCA,SANTANDER,NA,OPERARIO(A) DE VENTAS,Indirecto por Direccionamiento,false,n/a,Término Fijo,Actividades de servicios de comidas y bebidas,SANTANDER,BUCARAMANGA
ABRIL,M,29,BUCARAMANGA,SANTANDER,NA,Tesorero/a - Gestor Financiero y de Compras,Indirecto por Direccionamiento,false,n/a,Término Fijo,Educación,SANTANDER,BUCARAMANGA
MARZO,M,32,BUCARAMANGA,SANTANDER,NA,"ADMINISTRADOR PUNTO DE VENTA RETAIL (Exp. en tienda de Ropa, Calzado, Accesorios)",Indirecto por Direccionamiento,false,n/a,Obra,Otras actividades de servicios personales,SANTANDER,BUCARAMANGA
ABRIL,F,26,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),GUARDA DE SEGURIDAD,Directo por Remisión,false,n/a,Término Fijo,Otras actividades de servicios personales,SANTANDER,BUCARAMANGA
ABRIL,M,22,FLORIDABLANCA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),APOYO EN GESTIÓN,Indirecto por Direccionamiento,false,n/a,Obra,Actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,SANTANDER,GIRÓN
ABRIL,F,19,GIRÓN,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
ABRIL,F,31,PIEDECUESTA,SANTANDER,Víctimas del conflicto armado,AUXILIAR OPERATIVO - SIN EXPERIENCIA,Indirecto por Direccionamiento,false,n/a,Término Fijo,Obras de ingeniería civil,SANTANDER,BARBOSA
ABRIL,M,32,BUCARAMANGA,SANTANDER,NA,CAJERO/A VENDEDOR/A,Indirecto por Direccionamiento,false,n/a,Obra,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",SANTANDER,BUCARAMANGA
ABRIL,F,29,BUCARAMANGA,SANTANDER,Víctimas del conflicto armado,AUXILIAR DE ENFERMERÍA (laboratorio),Directo por Remisión,false,n/a,Término Fijo,Actividades de atención de la salud humana,SANTANDER,BUCARAMANGA
ABRIL,M,24,FLORIDABLANCA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),AUXILIAR CALL CENTER,Directo Autopostulado,false,n/a,Término Indefinido,"Actividades profesionales, científicas, técnicas y servicios administrativos",SANTANDER,BUCARAMANGA
ABRIL,M,18,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),ASESOR COMERCIAL.,Indirecto por Direccionamiento,false,n/a,Término Fijo,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",SANTANDER,GIRÓN
ABRIL,F,30,FLORIDABLANCA,SANTANDER,NA,CUIDADOR DOMICILIARIO - PRESTACIÓN DE SERVICIOS,Indirecto por Direccionamiento,false,n/a,Prest. de Servicios,Actividades de atención residencial medicalizada,SANTANDER,BUCARAMANGA
ABRIL,F,20,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
ABRIL,F,22,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
ABRIL,F,19,FLORIDABLANCA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
ABRIL,F,21,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),Auxiliar Contable,Indirecto por Direccionamiento,false,n/a,Término Fijo,Obras de ingeniería civil,SANTANDER,BUCARAMANGA
ABRIL,M,52,BUCARAMANGA,SANTANDER,NA,CONTADOR PÚBLICO,Directo por Remisión,false,n/a,Término Fijo,"Suministro de electricidad, gas, vapor y aire acondicionado",SANTANDER,BUCARAMANGA
ABRIL,F,27,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),GUARDA DE SEGURIDAD,Directo por Remisión,false,n/a,Término Fijo,Otras actividades de servicios personales,SANTANDER,BUCARAMANGA
MARZO,F,25,BUCARAMANGA,SANTANDER,"40 Mil Primeros Empleos, Generación empleo jóvenes (Estrategia Sacúdete)",OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
